,song_name,song_id,song_genre,artist,artist_id,artist_genre,release_date,duration_ms,popularity
1409,Dejala,6GHGvSM89aqo1SsSyn1uyq,salsa,"['Tito Gomez', 'Tito Rojas']","['4zq1okwemKSJbZFDQrp7f2', '2kgCV0fFS0wt3q6M5B39nH']","[['mambo', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical'], ['latin', 'panamanian pop', 'salsa', 'salsa puertorriquena', 'tropical']]",2006-01-01,265866,46
1410,Ven Conmigo (feat. Prince Royce),2RnY8eoqU9zeI3m8FcmVyQ,salsa,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",2011-04-12,219933,0
1411,La Razón de Mi Vida,5k5jSAt0sCMAxBZ4EkARsT,salsa,Víctor Manuelle,4N5fp4zhTsVITZTVfsXpc2,"['latin', 'modern salsa', 'salsa', 'salsa peruana', 'salsa puertorriquena', 'tropical']",1996,304200,22
1412,Suavemente,1YwPNemawMgGe6sF4U0FTE,salsa,Elvis Crespo,1c22GXH30ijlOfXhfLz9Df,"['latin', 'latin pop', 'tropical']",2008-10-14,266306,66
1413,Desnúdate Mujer,143u8xXK5BNv5DR4BGXTk7,salsa,Jerry Rivera,7wOZy3KdFVVINgNFFxkxwO,"['latin', 'puerto rican pop', 'salsa', 'salsa puertorriquena', 'tropical']",2003-10-17,285600,37
1414,Mi Cucu,22FB6hM6aonuPuVzBQYRcx,salsa,La Sonora Dinamita,13or1Wf6ipcvSIiurZATvw,"['cumbia', 'salsa colombiana', 'tropical']",2006-08-15,234640,0
1415,Hasta Que Vuelvas Conmigo,5PLURMhWRRcouPewZQgBsi,salsa,Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']",2001,290040,31
1416,Tú Me Vuelves Loco,1OIfhmTXZWuKLibFKe5RFd,salsa,Frankie Ruiz,4dLvccxeQIM5u80Ri0u9OV,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']",2006-01-01,295666,44
1417,Un Montón De Estrellas,6AsH10FNR9QDSM7c76nl1d,salsa,Polo Montañez,0NJbkbtOgSj2Q5bkUV3FPz,['son cubano'],2004-05-27,287493,0
1418,Descarga Total,5PEDCKCkD2LtO2yGJqLlWc,salsa,"Orlando ""Maraca"" Valle",3ugeyJqLQofJDoFPPMqISU,[],2004-01-01,365306,12
1419,Te Contaran,4E5KZrM5OPeUzot2kr546S,salsa,Juan Luis Guerra 4.40,3nlpTZci9O5W8RsNoNH559,"['bachata', 'latin', 'latin pop', 'tropical']",2007-01-01,245000,32
1420,Tú y Yo,1zEYHf3IwnsTl5CihyAbcQ,salsa,Toby Love,72R3RMGmSmzG57R7OUaDaN,"['bachata', 'latin', 'latin hip hop', 'reggaeton', 'tropical']",2008-07-21,210440,35
1421,Con la Punta del Pie,3PpStfeGyjH95fmTmOWcS5,salsa,Sonora Gloria Matancera,6h7abI5qDQqACPO33DIMs3,['musica tradicional cubana'],2004-01-01,217773,0
1422,Soberbio,3O3OBJ8WjWIPc2CjhfPMSV,salsa,Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,"['bachata', 'latin']",2011-11-08,242333,0
1423,La Paella,5QQEbbd7qUx0ImSB2nyqJS,salsa,"Jose Alberto ""El Canario""",6TRzinjf5dzE8zA8baPbYz,"['latin jazz', 'salsa', 'salsa international', 'tropical']",2007-01-01,305413,16
1424,Pa' La Paloma,1B5spZcEzUbacOxbsAV9ds,salsa,Celia Cruz,2weA6hhVqTIN2gSn9PUB9U,"['cha-cha-cha', 'cuban rumba', 'latin', 'mambo', 'musica tradicional cubana', 'salsa', 'tropical']",2013-07-08,186306,0
1425,Con Tu Movimiento,3I6ss97cDNOkA5Nnzf4SVk,salsa,Edwin Bonilla,2bf5VxFC3tr25BxumNDQxM,"['latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena']",2002-05-31,359186,0
1426,Primero Fui Yo,1GhHGkvhjZUHWmFMx00Ige,salsa,Frankie Ruiz,4dLvccxeQIM5u80Ri0u9OV,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']",2013-01-01,292026,30
1427,Un Sueño Y Nada Mas,2bVisOYbfWI29XxWEdTKSX,salsa,Grupo Polo Montañes,3qI8efQwFJlPuiOcBIdbWC,['tropical'],2006-01-01,278613,61
1428,Ai Se Eu Te Pego - Live,4bi73jCM02fMpkI11Lqmfe,salsa,Michel Teló,1sDVuztNhGcetCLChkleDA,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2011-11-30,165853,0
1429,El Ultimo Beso,15gxMBI9LWF8lpiyUTY0yN,salsa,Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']",1993-01-01,275160,40
1430,Castigala,5pR42PLgQeIAYr3kOb3RU7,salsa,Los Nemus Del Pacifico,58JENxULlTFsqJb5l2Nb50,['salsa colombiana'],2006-08-15,276546,0
1431,Tiempo Pa Matar,0XpZx7vHZxDe3fOUmyDSU3,salsa,Willie Colón,7x5Slu7yTE5icZjNsc3OzW,"['boogaloo', 'salsa', 'tropical']",2009,299160,0
1432,La Llave,2udsBGAY4CA35nfUeS6GHL,salsa,Grupo Latin Vibe,5Qxk0OxCmqsQA6sxj8LToK,['latin jazz'],2005-06-30,368853,36
1433,Que Nadie Sepa Mi Sufrir,1WlKIEs07m2EQjZRaNx2Ay,salsa,La Sonora Dinamita,13or1Wf6ipcvSIiurZATvw,"['cumbia', 'salsa colombiana', 'tropical']",2006-08-15,246640,0
1434,No Me Hace Falta - Live Carnegie Version,68GQe5aHfFzpDfSNO68VzB,salsa,Víctor Manuelle,4N5fp4zhTsVITZTVfsXpc2,"['latin', 'modern salsa', 'salsa', 'salsa peruana', 'salsa puertorriquena', 'tropical']",2001-01-02,227240,17
1435,Reina Rumba,34qHYNiQN6mXAbjtSjsU8t,salsa,"['Celia Cruz', 'Johnny Pacheco', 'Justo Betancourt', 'Papo Lucca']","['2weA6hhVqTIN2gSn9PUB9U', '09947uhj2ZwU9mFXK5v50o', '1Mq5Rgvn4D37tQdwuFL689', '1KbyKzIyGQig2K7sP5E7gv']","[['cha-cha-cha', 'cuban rumba', 'latin', 'mambo', 'musica tradicional cubana', 'salsa', 'tropical'], ['charanga', 'latin jazz', 'salsa', 'salsa international', 'tropical'], ['latin jazz', 'salsa', 'salsa international'], ['latin jazz', 'salsa puertorriquena']]",2009,256279,0
1436,Compositor Confundido,6lIwp1OJCB8ESXsycqjlOz,salsa,Ibrahim Ferrer,5dss7E1Ph0KxuF1ULfAx4D,"['bolero', 'cuban rumba', 'latin jazz', 'musica tradicional cubana', 'world']",2008-04-13,272933,0
1437,Mi Mundo,6dvRYk3hch6cxh81jhKwFD,salsa,Luis Enrique,2mUI4K6csTQd3jieswcmiI,"['cuatro venezolano', 'latin', 'latin pop', 'modern salsa', 'musica nicaraguense', 'salsa', 'tropical']",2010-10-25,283013,39
1438,Eres,0z4BiYZ95vmjSu3WDaEki8,salsa,Grupo Niche,1zng9JZpblpk48IPceRWs8,"['latin', 'salsa', 'salsa colombiana', 'tropical']",1997-01-01,268573,25
1439,Ella Menea,22HTExPWv7s5G06AzFFFpE,salsa,NG2,4xTwV9bMJae4hJ5EGGW9Bj,"['modern salsa', 'salsa puertorriquena']",2008-04-22,269840,38
1440,"Todo Quedo, Quedo",1fgbDDNg1THQQxyql9XE0O,salsa,Víctor Manuelle,4N5fp4zhTsVITZTVfsXpc2,"['latin', 'modern salsa', 'salsa', 'salsa peruana', 'salsa puertorriquena', 'tropical']",2010-06-08,306173,12
1441,Llámame (feat. Tego Calderón),3gFLxNTGeRXVBPCEVapnnM,salsa,"[""Oscar D'León"", 'Tego Calderon']","['1c84wItoiAe1pEbpJMqUmQ', '3SUT1jjM5hzZj9TLfLZGIP']","[['latin', 'latin jazz', 'salsa', 'salsa venezolana', 'tropical'], ['latin', 'latin hip hop', 'rap boricua', 'reggaeton', 'trap latino']]",2006-08-22,249346,14
1442,De Qué Depende,3vew1QEr2pq21RB3IDcjUD,salsa,Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']",2001,229706,22
1443,Timbalero,6GGv5bp9nsEQMYyguJfWyv,salsa,El Gran Combo De Puerto Rico,6nnspeopmJAG07xOxHmqTu,"['boogaloo', 'salsa', 'salsa puertorriquena', 'tropical']",1987,266400,50
1444,El Todopoderoso,5xQ6eF5z3gloAUbftgMi0b,salsa,Héctor Lavoe,7opp16lU7VM3l2WBdGMYHP,"['salsa', 'salsa puertorriquena', 'tropical']",2013-06-18,260053,0
1445,Bomba Carabomba,7m1NFQf64nrC5lp4mPII68,salsa,"['Ismael', 'Cortijo']","['2ZBBTyGJpWa3CY8noLlzmH', '6LTZVa6VvrmQ9ghFB1qRWP']","[[], ['salsa puertorriquena']]",2019-08-09,162266,2
1446,Melao De Cana,428Qg12IuM1ZNE9B94cMxW,salsa,Celia Cruz,2weA6hhVqTIN2gSn9PUB9U,"['cha-cha-cha', 'cuban rumba', 'latin', 'mambo', 'musica tradicional cubana', 'salsa', 'tropical']",2013-07-08,175093,0
1447,Dos Gardenias,3Fn6K2roSmzhKzp5BBJKJl,salsa,Buena Vista Social Club,11kBu957KTYoAltZHDm8gW,"['latin jazz', 'musica tradicional cubana', 'world']",1997-09-16,183902,0
1448,Dale Gasolina,3wFthZT1E1hmdcxduBJwUy,salsa,Miles Peña,1zXXeWOVa2tZqjcmoNXuMw,[],2003-05-20,250306,10
1449,Píntate Los Labios María,5Ll69wG1dLa5Yrk8vo7Ris,salsa,David Calzado y su Charanga Habanera,1AqDIElf5SS51c2fpG6WQw,"['charanga', 'modern salsa', 'salsa cubana', 'timba']",2005-01-01,270480,0
1450,Se Busca Un Corazon,1SyLRZZhkolVL1X9lrwh3J,salsa,Daniel Santacruz,4tLUnrSgMM7tT0zVs3wX61,"['bachata', 'latin', 'tropical']",2011-06-07,201586,0
1451,Acid,2hspCATOKb9llyIeMik89G,salsa,Ray Barretto,2h4ndKS2vRWeFLpq8ARu0D,"['boogaloo', 'latin jazz', 'salsa', 'salsa international', 'tropical']",1968,307760,0
1452,Ella Es,3OxbFYpM5IaaJkzHsvD4wi,salsa,Tony Vega,3Yg61bt7pZYX1bbMXEj8oY,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']",2008-07-24,296253,18
1453,Ntoman,3QdCs5TFVT2LOIiAemrHKP,salsa,Africando,0ffXAvDlWnqwiciaBFek6V,"['latin jazz', 'mambo', 'salsa']",2008-11-24,305773,0
1454,Me Volvieron A Hablar De Ella,79mr4SK8sOcMrBVIZE2IpZ,salsa,Gilberto Santa Rosa,27vNK840zYq6IfDijHPsv1,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']",2010-08-03,344320,49
1455,La Dueña del Swing,3vCeDhrInX8te6SoaqZbvu,salsa,Los Hermanos Rosario,40FzPNKgu0k9VMvvidiKCl,"['dominican pop', 'latin', 'merengue', 'musica tropical guatemalteca', 'tropical']",2009-12-01,259013,0
1456,Conmigo No,6kkjqIw1fPYS5XbyJwrrn4,salsa,TIMBALIVE,5skRgtmxRx7ukwds6UlS7R,"['modern salsa', 'salsa cubana', 'timba']",2013-10-15,316339,0
1457,La Rumba Buena,11Atdbb4k2na6YTTELtoPg,salsa,La-33,1Y2yzHPbBWZouNYTOGFq7u,"['colombian rock', 'salsa colombiana']",2007,222975,0
1458,El Pasaporte,7kUUFsX5me5p7P6y5ywewd,salsa,Alexander Abreu Y Havana De Primera,7zQ00HP5rjQiB4A4RswkQa,[],2011-12-29,331466,0
1459,Dime,069HWIAENtlWU5p0dm3pKU,salsa,Rubén Blades,5BwMgvRwlq61SmknvsVIQj,"['latin jazz', 'salsa', 'tipico', 'tropical']",2009,418960,0
1460,La Luna Sobre Nuestro Amor,2VaUi39QoVE9Q0t5CMEgL4,salsa,Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']",1997-01-01,301226,37
1461,Esa Niña,3ahQQn3F9kx6o3vDFvV8jW,salsa,Jerry Rivera,7wOZy3KdFVVINgNFFxkxwO,"['latin', 'puerto rican pop', 'salsa', 'salsa puertorriquena', 'tropical']",2008-05-13,303040,26
1462,Más Duro Me Da,0ZRNPHzQIGQbRzAC34its8,salsa,Grupo Niche,1zng9JZpblpk48IPceRWs8,"['latin', 'salsa', 'salsa colombiana', 'tropical']",2012-08-16,232600,15
1463,Las Avispas,1oInQX1RuH1TcHuDv8Gvw3,salsa,Juan Luis Guerra 4.40,3nlpTZci9O5W8RsNoNH559,"['bachata', 'latin', 'latin pop', 'tropical']",2012-02-24,195653,60
1464,Le Dio Pami,7hu5tNi5521yzfnYkRKnS6,salsa,Clasicom,4wZmK4NokQtJ5Paj6xOPjk,"['modern salsa', 'salsa']",2012-11-30,234058,0
1465,Tu Angelito,77VXEopCatM9pqJl0beeCj,salsa,Chino & Nacho,5NS0854TqZQVoRmJKSWtFZ,"['electro latino', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']",2010-01-01,237680,55
1466,Toma De Mí,3cKjNPHoB17NoJvWfZH4nj,salsa,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",2007-07-24,269253,31
1467,La Negra No Quiere,7JL6WGipXc8zKkfWjc4G12,salsa,Grupo Niche,1zng9JZpblpk48IPceRWs8,"['latin', 'salsa', 'salsa colombiana', 'tropical']",1988,346200,38
1468,Cui Cui,65Yb4rNJRPg6Olo4cCdRBJ,salsa,Roberto Roena,4i5rDrP2IqCdMgde0vIpyB,"['latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical']",2009,287586,0
1469,Porque Este Amor,25Ee7HESOI3b6ZI5k9v5EP,salsa,Tito Rojas,2kgCV0fFS0wt3q6M5B39nH,"['latin', 'panamanian pop', 'salsa', 'salsa puertorriquena', 'tropical']",1992,328040,40
1470,Zumba,6i2YA4WM3FqwyO7UX7XWbx,salsa,Don Omar,33ScadVnbm2X8kkUqOkC6Z,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino']",2012-01-01,263973,0
1471,Tiburón,59oSEKvJeIs9wzdJjWjAT7,salsa,"['Rubén Blades', 'Willie Colon Y Ruben Blades']","['5BwMgvRwlq61SmknvsVIQj', '3j2xUU9GSvJLBKhp7maKaO']","[['latin jazz', 'salsa', 'tipico', 'tropical'], []]",2012-03-26,416413,0
1472,Como Podre Disimular,42PDNfuSrrF5nkDrvCPIeN,salsa,Grupo Niche,1zng9JZpblpk48IPceRWs8,"['latin', 'salsa', 'salsa colombiana', 'tropical']",2010-08-03,334680,50
1473,Como Lo Hacen,5DsoBEWrN6i38QXOUindW3,salsa,Frankie Ruiz,4dLvccxeQIM5u80Ri0u9OV,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']",1994-01-01,307333,22
1474,Tu Cumpleaños,7w0w8ECAqUyfeRXdumSCCu,salsa,Willy Chirino,4dvonCK12HCv1UUryzRppO,"['cubaton', 'salsa', 'tropical']",2008-04-01,289800,23
1475,Qué Pasa Loco,5evx5is4W5iLY7A5zv82Ut,salsa,Issac Delgado,2NssDL7cTwvfQm01xvepBQ,"['latin jazz', 'modern salsa', 'salsa', 'salsa cubana', 'timba', 'tropical']",2000-01-01,378013,46
1476,Mis Problemas,6r6aMWXTLHjhI7AWujj8KA,salsa,Gabino Pampini,6ATSWHl0DG8Qdy3YwbisJs,"['combos nacionales', 'salsa', 'tropical']",2006-07-03,261613,0
1477,El Nazareno,6gYLCs30lF3q7RdgXZ8hK0,salsa,Ismael Rivera,788HzQOFhN3mcDo0InBqbJ,"['bomba y plena', 'latin jazz', 'puerto rican folk', 'salsa', 'tropical']",2009,341106,0
1478,Que Lio,6vpNZMYGeJ3rnwcToI9BQd,salsa,Héctor Lavoe,7opp16lU7VM3l2WBdGMYHP,"['salsa', 'salsa puertorriquena', 'tropical']",2009,277413,0
1479,No Vale La Pena,2lHX8uOldJ6NM5zdnuE2Kq,salsa,"['Ray Sepulveda', 'Johnny Rivera']","['7FszsCzE5zryW0pO8Bc5f7', '3YUhNvMNTyZ65USgOFlq1p']","[['salsa', 'salsa international', 'salsa puertorriquena', 'tropical'], ['latin', 'salsa', 'tropical']]",2009,356933,0
1480,Changuiri,6PE7WWdnaXfyC5xXyFv8fD,salsa,Sonora Ponceña,39qcQ01yJQbaMje70kIiFa,"['latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical']",2009,208666,0
1481,Atrevida,0pDZqXbHUsFIEj4pVoHQQU,salsa,Grupo Niche,1zng9JZpblpk48IPceRWs8,"['latin', 'salsa', 'salsa colombiana', 'tropical']",2007-08-07,277960,30
1482,Ella Feat. Luis Enrique,3CXhO7ZR4kZ0n5dW3v3ACK,salsa,Hansel Y Raul,2BXQwWUSIivZCgT0EqLx6g,"['salsa', 'tropical']",2011-06-27,348600,59
1483,Rumbera,6cd9KsnF1qQtf49AY8UxE2,salsa,Willy Chirino,4dvonCK12HCv1UUryzRppO,"['cubaton', 'salsa', 'tropical']",2007-07-24,311986,30
1484,Mi saoco,2LPtChKH8K91lHNma6z7iD,salsa,Beny Moré,1Sp47peMTI9na8FTY4yHJw,"['bolero', 'bolero cubano', 'latin jazz', 'mambo', 'musica tradicional cubana']",2005-03-21,227906,1
1485,Los Zapatos de Manacho,2G2MFbLc3rKzxiRphXInGa,salsa,El Gran Combo De Puerto Rico,6nnspeopmJAG07xOxHmqTu,"['boogaloo', 'salsa', 'salsa puertorriquena', 'tropical']",2010-11-10,221373,12
1486,Conciencia,05K2YWeCYYBgPWFj8TT4uK,salsa,Gilberto Santa Rosa,27vNK840zYq6IfDijHPsv1,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']",2009-02-10,333280,53
1487,Rebelion,7yDnNruSgbr3lyfhDpBQDP,salsa,Joe Arroyo Y La Verdad,3W6IjoTFGlacw3Mxbn9BsE,"['salsa', 'tropical']",2006-05-01,287893,0
1488,Sigue Tu Camino,70w4QrNQK5uB4CAZGa2lHf,salsa,Oscar D'León,1c84wItoiAe1pEbpJMqUmQ,"['latin', 'latin jazz', 'salsa', 'salsa venezolana', 'tropical']",1999-03-11,229355,0
1489,Para Bailar Casino,4pXyowzC0H0GoH5u9y3cSG,salsa,Adalberto Álvarez y su Son,0q7YkfPoOvx8x7r5MDRjbA,"['musica tradicional cubana', 'salsa cubana', 'son cubano', 'timba']",2007-05-29,235813,16
1490,Primero y Que,1oLlDcrhnt4IrCmm3AHg0Z,salsa,Grupo Niche,1zng9JZpblpk48IPceRWs8,"['latin', 'salsa', 'salsa colombiana', 'tropical']",2006-06-22,370986,24
1491,Vuela Muy Alto,7ozLDpPvtEuD64spgweRfj,salsa,Jerry Rivera,7wOZy3KdFVVINgNFFxkxwO,"['latin', 'puerto rican pop', 'salsa', 'salsa puertorriquena', 'tropical']",2004-06-08,251066,11
1492,Recuerdos,5lS0IUUP9YUNVp7t1VPrLc,salsa,Adolescent's Orquesta,70nxnxEqDQIEWneRjg2Q4O,"['latin', 'salsa', 'salsa venezolana', 'tropical']",2012-09-20,238472,49
1493,Mi Libertad,66pSC5tpIfd6uud9gJFvr1,salsa,Frankie Ruiz,4dLvccxeQIM5u80Ri0u9OV,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']",2006-01-01,269160,23
1494,Veinte Anos,2zinXo0vU1SLBCSN9zwwlj,salsa,Buena Vista Social Club,11kBu957KTYoAltZHDm8gW,"['latin jazz', 'musica tradicional cubana', 'world']",1997-09-16,211434,0
1495,Senor Sereno,4DP2GpPC1F8tFyGRMY4fbA,salsa,"['Larry Harlow', 'Ismael Miranda']","['2PGJmP6AvSCQ7pKBOjrg8J', '5S3BxZrK4hYN3fwsw8oumq']","[['latin jazz', 'salsa', 'salsa international'], ['latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical']]",2010-09-07,331817,0
1496,Talento De Televisión,3fRIuTih8bzc0vtY9fHhvF,salsa,Willie Colón,7x5Slu7yTE5icZjNsc3OzW,"['boogaloo', 'salsa', 'tropical']",2010-06-08,279320,70
1497,La Banda,0DEx98fySpYGExthJE13hs,salsa,Spanish Harlem Orchestra,0I7U5I66P88nCaVVPkIz6x,"['latin jazz', 'salsa', 'salsa international']",2002,289466,0
1498,El Ausente,2PAJLDKb29nEAovcm5OVs6,salsa,"['Joe Arroyo', 'Richie Ray & Bobby Cruz']","['7BFnoFhJjLWcsqmN3Hizqg', '56eTRCwZ13vVWAmrG0dMnq']","[['latin', 'musica popular colombiana', 'salsa', 'salsa colombiana', 'tropical'], ['latin jazz', 'mambo', 'salsa', 'salsa international', 'tropical']]",2011-10-28,257811,0
1499,No Me Ames (with Marc Anthony) - Tropical Remix,6gGhJwKch7gVDdxx9RxZj8,salsa,"['Jennifer Lopez', 'Marc Anthony']","['2DlGxzQSjYe5N6G9nkYghR', '4wLXwxDeWQ8mtUIRPxGiD6']","[['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary'], ['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']]",1999-06-28,303573,0
0,Onions,5qEo2fMErPaePE6EMT2mjR,blues,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",2012-09-11,131422,0
1,Smile at Me,2zEjBanY9VohLNb0tL4CQf,blues,Howlin' Wolf,0Wxy5Qka8BN9crcFkiAxSR,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'delta blues', 'harmonica blues', 'memphis blues', 'soul', 'traditional blues']",2007-01-01,123949,0
2,Working Man,4Gia17DzXBhYFbYiJj6SyW,blues,Otis Rush,1h0hOL3bVcYlg4xcSjU7fP,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'modern blues', 'traditional blues']",2005-02-08,147800,51
3,Willie The Wimp - Live,1nwXca4jNGWDpowRQnEiEv,blues,Stevie Ray Vaughan,5fsDcuclIe8ZiBD5P787K1,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']",2002-08-27,274800,31
4,I Love The Life I Live (I Live The Life I Love),12AwEoqFVKGaZBRcrI1Y2K,blues,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",1997-05-20,172600,0
5,All Your Love - Stereo Album Version,5APxd9Oameqe2EF2h5lDHI,blues,John Mayall & The Bluesbreakers,2ScuQMRWThcifBRIvNDFDC,"['blues', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'rock']",1966-07-22,214733,0
6,Crazy Mama,3lRqUX9eyaCiZ7nEbYRLfw,blues,J.J. Cale,06nsZ3qSOYZ2hPVIMcr1IN,"['album rock', 'blues', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'modern blues', 'rock', 'roots rock']",1999-01-01,147760,26
7,River of No Return,2YpjANn5JpgZI49NkKV7ZF,blues,The Jeff Healey Band,3d2hJTVTwo08F9b0ZFQukJ,"['blues rock', 'canadian blues', 'classic rock', 'electric blues', 'modern blues']",1988,212000,0
8,Sweet home Chicago,3zf9b2FixBUBrfNUpdi1ML,blues,Robert Johnson,0f8MDDzIc6M4uH1xH0o0gy,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues', 'traditional blues']",2011-04-05,181580,0
9,Give Me Back My Wig,1XRSazlB37HWPch5mSEOlR,blues,Hound Dog Taylor,737qPoiQQkeuIzuJy54aK4,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'electric blues', 'traditional blues']",1971,215800,0
10,Shake That Thing,2XyPsjHTqp00trPhgkNy08,blues,Lightnin' Hopkins,6EZzVXM2uDRPmnHWq9yPDE,"['acoustic blues', 'blues', 'blues rock', 'country blues', 'delta blues', 'texas blues', 'traditional blues']",2011-01-11,238979,0
11,Rude Mood,1ZTdrHAfVVoij7fe3iFozS,blues,Stevie Ray Vaughan,5fsDcuclIe8ZiBD5P787K1,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']",2006,279320,32
12,Muddy Water,53zOnJMw4x2soBzedj2UnZ,blues,Keb' Mo',6iDaoPZVgxrTkndDCisX8F,"['blues', 'blues rock', 'country blues', 'country rock', 'electric blues', 'modern blues', 'piedmont blues', 'traditional blues']",1998-08-17,261226,28
13,Ice Pick,4mGVChT7up6vHHFj4gLJUM,blues,Albert Collins,1uFixbBAduJkFAeRKznkvW,"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues']",1978,188933,0
14,Busted,6vYJgpJnTPCxSroWp9RTNj,blues,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",2002,153986,0
15,Mr. Highway Man,3bfKHX54Ou4z1iUiz5Yfl5,blues,Howlin' Wolf,0Wxy5Qka8BN9crcFkiAxSR,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'delta blues', 'harmonica blues', 'memphis blues', 'soul', 'traditional blues']",2012-01-01,166306,0
16,What'd I Say - Mono,4PyuPcG1CPABSGk9KElBbb,blues,"['John Mayall & The Bluesbreakers', 'Eric Clapton']","['2ScuQMRWThcifBRIvNDFDC', '6PAt558ZEZl0DmdXlnjMgD']","[['blues', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'rock'], ['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']]",1966-07-22,265666,0
17,Let The Good Times Roll,7m753mZHSuaEg9SNg9NhNB,blues,"['B.B. King', 'Zucchero']","['5xLSa7l4IV1gsQfhAMvl0U', '2KftmGt9sk1yLjsAoloC3M']","[['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues'], ['classic italian pop', 'italian adult pop', 'italian pop rock']]",1997-01-01,312333,0
18,Last Fair Deal Gone Down,1gZD82lFDo2UzLoSQJZzAG,blues,Robert Johnson,0f8MDDzIc6M4uH1xH0o0gy,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues', 'traditional blues']",2011-01-31,162306,0
19,Trouble No More,7o0pfHR5qa3WLX35RZIi90,blues,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",2006-05-23,160000,0
20,White Room,3Ukf2oQRQYUDGL0JK5UR2r,blues,Cream,74oJ4qxwOZvX6oSsu1DGnw,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'supergroup']",1995-05-09,298226,0
21,"Alberta - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",2ahE4sVGcbb0gUfnSfbdtG,blues,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",1992-08-25,218373,47
22,Drown in My Own Tears,0oQtjAjUeksVd9gHE5fl02,blues,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1957-01-01,201866,46
