,song_name,song_id,song_genre,artist,artist_id,artist_genre,release_date,duration_ms,popularity
100,"Suite No. 1, Op. 13: III. Nocturne",6nywzGnK18ZkKoQ5DY7aD5,classical,"['Jules Massenet', 'New Zealand Symphony Orchestra', 'Jean-Yves Ossonce']","['1AoIc5YFH0aSFc4mKqBEeB', '5ZvFgRwyPK2Qf4TmSLTtfM', '3OvoMBGvTknnN8sns5SdkZ']","[['classical', 'french opera', 'french romanticism', 'post-romantic era'], ['orchestra'], []]",1995-04-11,342266,15
101,Bær,0sPzBdSWYsp5X9qLyplRVV,classical,Hildur Guðnadóttir,2lD1D6eEh7xQdBtnl2Ik7Y,"['cello', 'compositional ambient', 'drone', 'icelandic classical', 'icelandic experimental', 'modern cello', 'soundtrack']",2014-06-30,197600,0
102,"Nocturne in E-Flat Major, Op. 9, No.2",24A3HjyT5sGnrejr7yLDod,classical,"['Frédéric Chopin', 'Vladimir Feltsman']","['7y97mc3bZRFXzT2szRM4L4', '2YU2DA6yZZ0pmcR4utb3TM']","[['classical', 'early romantic era', 'polish classical'], ['classical piano', 'russian classical piano']]",2011-02-01,232240,0
103,"Violin Sonata in D Minor, Op. 9: II. Andantino tranquillo e dolce",6i8DgNw7IZAqw8jjtHWN44,classical,"['Karol Szymanowski', 'Miriam Kramer', 'Nicholas Durcan']","['3WLh1Qe8WgEBbb2QJWYYal', '3lfDuyORAWraz70fWb0eIX', '31yuYhuIA23sZcEGYtT6nB']","[['early modern classical', 'impressionism', 'polish classical'], [], []]",2007-03-27,442600,8
104,"Der Freischütz, J. 277, 3. Akt: Was gleicht wohl auf Erden, ""Jägerchor""",3dFUs1dyT64grDqF2YYcST,classical,"['Carl Maria von Weber', 'Slovak Radio Symphony Orchestra', 'Slovak Philharmonic Chorus', 'Johannes Wildner']","['1p6wR69pnH9LBWZvwliuz2', '428GNN7qZnTsMaK3SfPo6D', '5x7Kp2knfxL9XwzQmmHc6P', '3QEztQUVjL5FGxXuP70mJQ']","[['classical', 'classical era', 'early music', 'early romantic era', 'german romanticism'], ['ballet class', 'orchestra', 'radio symphony', 'symfonicky orchestr'], [], []]",2013-10-29,602493,19
105,"Partita No. 1 in B-Flat Major, BWV 825: II. Allemande",4A8DzH3u3o7sukAqtjmIJT,classical,"['Johann Sebastian Bach', 'Murray Perahia']","['5aIqB5nVVvmFsvSdExz408', '4EEQIAJoeN1V30MqFFtXxB']","[['baroque', 'classical', 'early music', 'german baroque'], ['american classical piano', 'classical', 'classical performance', 'classical piano']]",2009-08-31,187546,20
106,"Hace Mucho, Mucho Tiempo",7sMWvMFg2eJ7pfVoeefS64,classical,Javier Navarrete,6Ayc7FBYR3HjkGQb7SZrzQ,"['latin soundtrack', 'soundtrack']",2006-10-23,134866,0
107,Constellations,6UIn6aFGQYeP2gNAlzSxDg,classical,Balmorhea,1U0FaHAc4fcwQcYEJFgkm9,"['bow pop', 'compositional ambient', 'melancholia', 'neoclassical darkwave', 'post-rock']",2010-02-23,236613,0
108,Happiness,3BO3R8SLyb9cfSCgk1kXUl,classical,"['Jónsi', 'Alex Somers']","['3khg8RDB6nMuw34w1IHS6Y', '51UcKPhDKdKDGIjec0781x']","[['compositional ambient', 'icelandic pop', 'post-rock'], ['compositional ambient', 'nordic soundtrack']]",2009-07-21,560653,0
109,"Touch Her Soft Lips and Part (From ""Henry V"")",6pJZ6ah8d9fQmZJrBB5JPL,classical,"['William Walton', 'Itzhak Perlman', 'John Williams', 'Boston Pops Orchestra']","['6RsX7qYw5KVKiOjS8BxjL5', '0hIG9FXgjQxT8fKaYceFbA', '3dRfiJ2650SZu6GbydcHNb', '7CIcEIOiWaZcEH35cpsdZq']","[['british modern classical', 'classical'], ['classical', 'classical performance', 'violin'], ['soundtrack'], ['easy listening', 'pops orchestra']]",1966,238906,21
110,"The Planets, Op. 32: Jupiter, the Bringer of Jollity",7pHdkCXkeC8AYHMcIDzUdf,classical,"['Gustav Holst', 'SWR Vokalensemble Stuttgart', 'Staatsopernchor Stuttgart', 'Stuttgart Radio Symphony Orchestra', 'Sir Roger Norrington']","['5B7uXBeLc2TkR5Jk23qKIZ', '5moYgr3NmWTK84DjXClZhc', '5fv74j012NvvWI53yZIVE9', '4vEzvgseeeyXbDCBomJOCR', '2nXNvTKpp7LSEXNUMFOd1t']","[['british modern classical', 'classical', 'post-romantic era'], ['german choir'], [], ['german orchestra', 'orchestra', 'radio symphony'], ['classical performance', 'orchestral performance']]",2000-01-01,467040,0
111,Nagoya Marimba,63Z31oZibDijG6yxCfkjI2,classical,Steve Reich,1aVONoJ0EM97BB26etc1vo,"['american contemporary classical', 'avant-garde', 'classical', 'compositional ambient', 'contemporary classical', 'drone', 'minimalism']",2005-09-20,275800,13
112,Da pacem Domine,3qmBqj3EmghQ4UayTRBbL1,classical,"['Arvo Pärt', 'Estonian Philharmonic Chamber Choir', 'Paul Hillier']","['2P6ygesd9xg5DPOBnda2jg', '4xz6NoBwhQYH0TLJU8bn5a', '5pECl3lGqlL7VfZXxrkAlF']","[['baltic classical', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism'], ['baltic choir', 'chamber choir', 'choral', 'contemporary choir'], ['choral', 'classical performance']]",2006-12-09,343200,22
113,Arcana,15BP8nUb3oUEP7hRy4mFoz,classical,"['Edgard Varèse', 'Polish National Radio Symphony Orchestra', 'Christopher Lyndon-Gee']","['0enRaCZSvIUa2nVC7I4roi', '62QURushyB5wug2XPwajwK', '1n6p9tBHDJO0fJxUFSpzZ9']","[['acousmatic', 'avant-garde', 'early modern classical'], ['classical performance', 'orchestra', 'orkiestra symfoniczna', 'radio symphony'], []]",2001-08-22,1126093,15
114,"Lieder ohne Worte (Songs without Words), Book 2, Op. 30: No. 7 in E-Flat Major, Op. 30/1",4RDQc1lHscLD6i8WjzwpyG,classical,"['Felix Mendelssohn', 'Péter Nagy']","['6MF58APd3YV72Ln2eVg710', '4Hv8naKkLxWrfxkRMPz5bM']","[['classical', 'early romantic era', 'german romanticism'], ['classical piano', 'hungarian classical piano']]",1997-07-23,282693,26
115,"Toccata And Fugue In D Minor, BWV 565",2CIY2peTbSKNNHgykODpO4,classical,"['Leopold Stokowski', 'Philadelphia Orchestra']","['52sDxFX9DvIxUupTy8f1yx', '6tdexW8bZTG8NgOFUCYQn1']","[['orchestral performance'], ['american orchestra', 'classical performance', 'orchestra']]",1990-01-01,565426,32
116,Noon Hill Wood,3YgAJbmpO9d02lf7nZ6pIm,classical,Richard Skelton,6BoM37XyiBS6cPNFe43EXo,"['ambient', 'compositional ambient', 'drift', 'drone', 'mandible', 'nu age', 'sound art', 'uk experimental electronic', 'warm drone']",2009,506706,0
117,Sonata for Violin and Piano in A: 4. Allegretto poco mosso,1wmmlJxCrOPfFO6o4gel78,classical,"['César Franck', 'Arthur Grumiaux', 'György Sebök']","['1C3sffOOvQNUwg4YIsvKqy', '0DfXBLdnI4KVzyNua2rZ8Q', '1xAQnneu7EJO3cKx9ngIPn']","[['classical', 'french romanticism', 'late romantic era'], ['classical performance', 'violin'], ['hungarian classical piano']]",1990-01-01,381000,13
118,"Violin Concerto No.2 in E, BWV 1042: 1. Allegro",6WrYo7lq23vWCwMCdE7yDR,classical,"['Johann Sebastian Bach', 'Anne-Sophie Mutter', 'TrondheimSolistene']","['5aIqB5nVVvmFsvSdExz408', '6pzfUmBsQAKxOhy0NSi8zn', '7rXCWLNIVc3gBq0DhhffbQ']","[['baroque', 'classical', 'early music', 'german baroque'], ['classical performance', 'violin'], ['chamber ensemble', 'string orchestra']]",2008-09-19,464026,0
119,Theme and Variations,3exBKAzjmT57jjH1TTFBni,classical,"['Ruth Crawford Seeger', 'Jenny Lin']","['1xw2D0SqXA6qm7akRYJCMg', '5ltTFQjDQXwqvBo5kmhGOM']","[['american modern classical', 'avant-garde', 'deep free jazz'], ['american classical piano', 'classical piano', 'taiwan classical performance']]",2001-12-01,438680,3
120,Fantasien op. 116: Intermezzo: Adagio,1ipJdiNMjgvfAilddGT9sI,classical,"['Johannes Brahms', 'Martin Tchiba']","['5wTAi7QkpP6kp8a54lmTOq', '2D0Kl9VUOvDv8Qkx0AjDxq']","[['classical', 'german romanticism', 'late romantic era'], ['german classical piano']]",2012-07-20,274746,43
121,The Banshee,3UlRuZWQGw5mfSJFm2jRDT,classical,"['Henry Cowell', 'Cheryl Seltzer', 'Continuum']","['0AMoPrd9OLxMC38dQPnSQA', '2o5AYQttW0VhRfc3ZrTU8g', '4oalkr0QJ0qboab2rWxw4s']","[['american modern classical', 'avant-garde', 'early modern classical'], ['prepared piano'], []]",2005-02-01,127826,11
122,"Russian Overture, Op. 72",6KWlIAypAbAjCH31fxBhab,classical,"['Sergei Prokofiev', 'Philharmonia Orchestra', 'Neeme Järvi']","['4kHtgiRnpmFIV5Tm4BIs8l', '09KZU0NsS7jRa5p0SflmGY', '5UHZvYJA0aPcJSLYkYAeps']","[['classical', 'early modern classical', 'neoclassicism', 'russian modern classical'], ['british orchestra', 'classical', 'classical performance', 'opera', 'orchestra'], ['classical performance', 'orchestral performance']]",1992-09-01,847080,4
123,"Main Theme (From ""Schindler's List"")",6O7Et1ArYoS9nOKwRjK3Oq,classical,"['Itzhak Perlman', 'John Williams']","['0hIG9FXgjQxT8fKaYceFbA', '3dRfiJ2650SZu6GbydcHNb']","[['classical', 'classical performance', 'violin'], ['soundtrack']]",1970,211760,17
124,"Messe à trois voix, Op. 12: Panis Angelicus",7nZxhcfI6Bn5623FMxdliU,classical,"['César Franck', 'Jonathan Antoine', 'Julian Reynolds', 'Lyric Strings', 'London Session Singers']","['1C3sffOOvQNUwg4YIsvKqy', '2oYXPOHsXljvSD7jDatP22', '2CrD3x2PnLwTC2YAdurOYb', '03Yo9NEdpCnH1cRhsnkcxq', '0lMFbOfz8ikoEAvrdl61PF']","[['classical', 'french romanticism', 'late romantic era'], ['operatic pop'], [], [], ['nursery']]",2014-10-13,237986,15
125,"String Quintet No. 6 in E Major, Op. 11, No. 5: String Quintet no.6 in E major, op.11 no.5: III. Minuetto - Trio",4EZmZOHBnQxDjP0toykJ2I,classical,"['Luigi Boccherini', 'Cuarteto Casals', 'Eckart Runge']","['2l4vGfFV7e46yO8lxfxR76', '1FUwvrAST5IPF5fxqMz7vS', '36082xTqf8lz7ck0V769LS']","[['classical', 'classical era', 'early music'], ['string quartet'], []]",2011-08-23,209706,38
126,"The Four Seasons - Concerto In G Minor, RV 315, ""The Summer"": 3. Presto",2lBUvk3cqv01K66QrqLzif,classical,"['Antonio Vivaldi', 'Avi Avital', 'Venice Baroque Orchestra']","['2QOIawHpSlOwXDvSqQ9YJR', '3NbuyRJml6VdSfpDFC5a7b', '68xp8lYo96f9PMra0LHHl6']","[['baroque', 'classical', 'early music', 'italian baroque'], ['classical mandolin', 'classical performance', 'israeli jazz', 'mandolin'], ['baroque ensemble', 'classical performance', 'italian baroque ensemble', 'italian orchestra']]",2015-02-24,173360,24
127,"Piano Quintet in G minor, Op.57: 2. Fugue (Adagio)",4Um0m1A4SqOq0LSisYrfe6,classical,"['Dmitri Shostakovich', 'Vladimir Ashkenazy', 'Fitzwilliam Quartet']","['6s1pCNXcbdtQJlsnM1hRIA', '20iZXzMb8LoWXOeca32i82', '11LWo8e1cER3XfYzySKzQj']","[['classical', 'compositional ambient', 'russian modern classical'], ['classical', 'classical performance', 'russian classical piano'], ['string quartet']]",2006-01-01,662586,0
128,"Piano Trio No. 2 in E-Flat Major, Op. 100, D. 929: II. Andante con moto",418oT9HkGrmWfGGZ9s8FQM,classical,"['Franz Schubert', 'Soovin Kim', 'David Soyer', 'Mitsuko Uchida']","['2p0UyoPfYfI76PCStuXfOP', '0dbzB04WLbOA4qNbwoGc5I', '0b6Ri4iMFkbZ5L6tzJL6kh', '606pshIhidPHebEaDWSXDe']","[['classical', 'classical era', 'early romantic era'], ['korean classical performance'], ['classical cello'], ['classical performance', 'classical piano', 'japanese classical performance', 'japanese classical piano']]",2011-08-02,543880,25
129,"Variations On A Rococo Theme, Op.33, TH.57: Variazione VI: Andante",3f3LeYfH03XYvwKlfsEsdh,classical,"['Pyotr Ilyich Tchaikovsky', 'Mstislav Rostropovich', 'Berliner Philharmoniker', 'Herbert von Karajan']","['3MKCzCnpzw3TjUYs2v7vDA', '50hiYMhi0g77BOkkQ4zebB', '6uRJnvQ3f8whVnmeoecv5Z', '5zCaQxjl110XTrm4LQ1CxY']","[['classical', 'late romantic era', 'russian romanticism'], ['classical', 'classical cello', 'classical performance'], ['classical performance', 'german orchestra', 'orchestra'], ['classical', 'classical performance', 'orchestral performance']]",2009-01-01,172333,0
130,Concerto for Viola & Orchestra: I. Andante comodo,0QhS1nUm7KHdR4fCLWorbR,classical,"['William Walton', 'Yuri Bashmet', 'André Previn']","['6RsX7qYw5KVKiOjS8BxjL5', '6x1iIq6sH6TPtCA5IJjA4x', '2tfWguHr2nj4e8KXLKciVq']","[['british modern classical', 'classical'], ['classical performance', 'viola'], ['orchestral performance']]",1990-01-01,505960,13
131,3 Gymnopedies (arr. A. Miolin): Gymnopedie No. 1,4mtxCJw3BUxz6p8CopGNRI,classical,"['Anders Miolin', 'Erik Satie']","['0BNlCKQPbiGIRTVnzKfJgy', '459INk8vcC0ebEef82WjIK']","[['classical guitar'], ['classical', 'early avant garde', 'early modern classical', 'impressionism', 'post-romantic era']]",1998-06-30,236880,35
132,"Capriccio Espagnol, Op.34: 2. Variazioni",6KMYMRtdJl6lrubE7MbVMN,classical,"['Nikolai Rimsky-Korsakov', 'Gothenburg Symphony Orchestra', 'Neeme Järvi']","['2kXJ68O899XvWOBdpzlXgs', '1XaPI6thQ3zTKqIU6sCvd2', '5UHZvYJA0aPcJSLYkYAeps']","[['avant-garde', 'classical', 'late romantic era', 'russian romanticism'], ['classical clarinet', 'classical performance', 'nordic orchestra', 'orchestra'], ['classical performance', 'orchestral performance']]",2000-01-01,306146,14
133,Atlantico,77Z7XS4SNSN7EZve9nkPGP,classical,Roberto Cacciapaglia,359LKbZWLk6u3IpyNE2CQG,[],2010-09-20,229013,38
134,"Prokofiev: Cinderella, Op. 87, Act 3: Second Galop of the Prince",5ztLCIjBElyDk5qXfGRNNP,classical,"['Sergei Prokofiev', 'André Previn', 'London Symphony Orchestra']","['4kHtgiRnpmFIV5Tm4BIs8l', '2tfWguHr2nj4e8KXLKciVq', '5yxyJsFanEAuwSM5kOuZKc']","[['classical', 'early modern classical', 'neoclassicism', 'russian modern classical'], ['orchestral performance'], ['british orchestra', 'classical', 'classical performance', 'orchestra']]",1995-01-10,58266,5
135,Leave My Head Alone Brain Seven,74unAIRMOGUBYZLhIUUztr,classical,"['Henrik Schwarz', 'Emi Akiyama', 'Tokyo Secret Orchestra']","['1ooAqaFu4Ac3BO2HpL4V2R', '3NIHx7Rlz5pneDwV8oN33N', '5TChBfyecAd7Zkgclj22r6']","[['german house', 'microhouse', 'minimal tech house', 'minimal techno'], [], []]",2015-04-13,357360,26
136,"Bach, J.S.: Concerto for 2 Violins in D Minor, BWV 1043: I. Vivace",5iqmsOWccrMzN6p6Q0xY28,classical,"['Johann Sebastian Bach', 'Anne-Sophie Mutter', 'Salvatore Accardo', 'English Chamber Orchestra']","['5aIqB5nVVvmFsvSdExz408', '6pzfUmBsQAKxOhy0NSi8zn', '4J806QjdyKrK4guMFMRzKc', '2DO4p3CPDnInsJfg0jFfaF']","[['baroque', 'classical', 'early music', 'german baroque'], ['classical performance', 'violin'], ['classical performance', 'italian violin', 'violin'], ['british orchestra', 'chamber orchestra']]",1983,243933,26
137,Locus iste,7ePJDGh6zM0XrOslnnz1Rj,classical,"['Anton Bruckner', 'Collegium Vocale Gent', 'Philippe Herreweghe', 'La Chapelle Royale', 'Ensemble Musique Oblique']","['2bM3j1JQWBkmzuoZKu4zj2', '17BdLN9q8RRQQqyklLwac1', '2ozcTa5tl8qhSbhJKM60I5', '1C3XEupIPUifPP8v7Y0UPQ', '24OlsrEC1dxBqIh4GbT2VR']","[['classical', 'late romantic era'], ['choral', 'classical performance', 'early music choir', 'historically informed performance'], ['choral', 'classical performance', 'orchestral performance'], ['baroque ensemble', 'choral'], []]",2002,183866,32
138,Sweet Savour,0kXITpDCCVDZYu0LPuEaEk,classical,Clint Mansell,01xiB0IlXMXy3wrrotgDnU,"['british soundtrack', 'compositional ambient', 'scorecore', 'soundtrack']",2014-03-25,267400,8
139,"Fra Holbergs tid (From Holberg's Time), Op. 40 (version for orchestra): IV. Air",2FR2V6DXmSS6GIaYs9nQ49,classical,"['Edvard Grieg', 'Camerata Cassovia', 'Alfred Walter']","['5ihY290YPGc3aY2xTyx7Gy', '3wlvXVjzItZFhcbG3uWvgn', '4AqJpvHAdYwzyOs2PjhviQ']","[['classical', 'late romantic era', 'norwegian classical'], ['classical performance', 'symfonicky orchestr'], []]",1992-10-20,242000,15
140,"Baldr, Op. 34: Act I: The Creation of Man",6vLlOXB8mM3kx4ZfqdGsbH,classical,"['Jón Leifs', 'Gunnar Guobjornsson', 'Hörður Áskelsson', 'Schola Cantorum Reykjavicensis', 'Iceland Symphony Orchestra', 'Kari Kropsu']","['4AbbeRo7y2r9qnXXOwMArE', '0lJ31txTnNA5siKJX2RBoV', '5KPUYhMGu1TQWjXCTUPT3d', '7L97GqddY1AOQaTZNYwjT1', '3RPu1pwXXrPqamAp6OHZ8b', '3fWr4zQHgj88IOSw9Hr3RK']","[['icelandic classical'], [], [], ['icelandic choir'], ['nordic orchestra', 'orchestra'], []]",2002-11-01,317600,1
141,Rapture,2rxXooZErB9jPSqydorHuu,classical,"['Christopher Rouse', 'Royal Stockholm Philharmonic Orchestra', 'Alan Gilbert']","['4vcYbZ99sbqJHZWEsONSrb', '5dyKtXKwZmYhlyh9c6UcB0', '50qd7mKJ6SenQX15s6Fk0o']","[['american contemporary classical', 'contemporary classical'], ['nordic orchestra', 'orchestra'], ['classical performance', 'orchestral performance']]",2009-10-27,714440,2
142,Carmen Suite No.1: 5. Les toréadors,2IMAMTrvNJStRj1opG5QFf,classical,"['Georges Bizet', 'Orchestre de Paris', 'Semyon Bychkov']","['2D7RkvtKKb6E5UmbjQM1Jd', '0iERWmMl3nIvcDxnJsKZBd', '6qg886AZaBjnfRF5tEs4Ht']","[['classical', 'french opera', 'french romanticism', 'late romantic era'], ['french orchestra', 'orchestra'], ['orchestral performance']]",2009-01-01,133093,27
143,"Napoli, FP 40: II. Nocturne",7cg8S2oryXnrMyMjrqO4Vd,classical,"['Francis Poulenc', 'Charles Owen']","['4IAWVxo2fpTBPn6k7GZ3eY', '0M7nzKD8Hx95mi0J93vl5c']","[['classical', 'neoclassicism'], ['classical piano']]",2014-02-01,228400,5
144,"Nixon in China, Act I Scene 1: Landing of the Spirit of '76 (Live)",6vozhycIf8PgHWCO8013j1,classical,"['John Adams', 'Colorado Symphony', 'Marin Alsop']","['35OhI7DSls022v9Bz9r0VZ', '2OWBfxGoj5GhipuZ1cKnmB', '0lluGWFB8hZ6HFktcH6kkr']","[['american contemporary classical', 'avant-garde', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism', 'post-minimalism'], ['orchestra'], ['classical performance', 'orchestral performance']]",2009-10-27,153226,4
145,"Symphony No. 4, Op. 29, FS 76, ""The Inextinguishable"": I. Allegro",3YYqr57gEURJQGxuQ5EV7c,classical,"['Carl Nielsen', 'New York Philharmonic', 'Alan Gilbert']","['73I7vbj7hzsw8rW4LUoxtz', '3gacryguGmpmCvgPGt2CBI', '50qd7mKJ6SenQX15s6Fk0o']","[['classical', 'danish classical', 'early modern classical', 'post-romantic era'], ['american orchestra', 'classical', 'classical performance', 'orchestra'], ['classical performance', 'orchestral performance']]",2014-09-02,688573,1
146,Þú ert jörðin,4zo9nVH8uBk5DnUa92ogWn,classical,Ólafur Arnalds,7E3BRXV9ZbCt5lQTCXMTia,"['bow pop', 'compositional ambient', 'icelandic classical', 'neo-classical', 'neoclassical darkwave']",2010-05-07,274355,0
147,Plus Que Ma Prope Vie,1brH9m4Q2LHTuwxaKoMTn5,classical,Carter Burwell,0SbSDzM4X41hnlURed0fcV,"['classic soundtrack', 'scorecore', 'soundtrack']",2012-11-09,255773,49
148,Deux Arabesques L. 66: No. 1 Andante con moto,5eRfljNo9nICHm8i77T1rA,classical,"['Claude Debussy', 'Zoltán Kocsis']","['1Uff91EOsvd99rtAupatMP', '5Gi9bw3svtZMwonzcQG2wm']","[['classical', 'impressionism', 'post-romantic era'], ['classical performance', 'hungarian classical performance', 'hungarian classical piano']]",1990-01-01,234000,39
149,"Come Ye Sons of Art, Z.323: III. Sound the Trumpet - Trumpet, trombone, baroque guitar, cello and organ",614GvG7YckXnPC9nCVeN0P,classical,"['Henry Purcell', 'Wim Van Hasselt', 'Jörgen Van Rijen', 'Mike Fentross', 'Benedikt Enzler', 'Jorge Lopez-Escribano']","['3tMLo1k3iUo82coMLWXzxq', '2BHbnNzbfOmI278LaViVnw', '2aIt1iDgYtH4fMLZiNb1Rp', '5qX8j53VqHUuxBZE5KB2qH', '7GclLhgpAayC3oHSplPuj4', '4Tfx9COyGyv2OCfSWd9x9g']","[['baroque', 'classical', 'early music', 'english baroque'], [], ['classical trombone'], [], [], []]",2015-01-30,146284,30
150,"Sinfonia Domestica, Op. 53, TrV 209: 5. Finale. Sehr lebhaft",68kd5lJWU2NBDCUPYbu1mL,classical,"['Richard Strauss', 'Wiener Philharmoniker', 'André Previn']","['6pAwHPeExeUbMd5w7Iny6D', '003f4bk13c6Q3gAUXv7dGJ', '2tfWguHr2nj4e8KXLKciVq']","[['classical', 'german romanticism', 'post-romantic era'], ['austrian orchestra', 'classical performance', 'orchestra'], ['orchestral performance']]",1996-01-01,801666,3
151,Opus 20,4wwz5uVIGfB0DLgyUzQuRz,classical,Dustin O'Halloran,6UEYawMcp2M4JFoXVOtZEq,"['compositional ambient', 'neo-classical', 'soundtrack']",2013-09-24,377693,0
152,Shawshank Prison - Stoic Theme,5zMuzsE5kvd54FwraufeeK,classical,Thomas Newman,1csBgT42N4pPPs1HJhxXIK,['soundtrack'],1994,112973,48
153,Adagio con variazioni,5iIhoI5u2l8BxfyjTSUPjy,classical,"['Ottorino Respighi', 'Mischa Maisky', 'Orchestre de Paris', 'Semyon Bychkov']","['7KkUirCiJZhgRN3NbgG98L', '6rlVhQqS15yJMO4DZqrq6I', '0iERWmMl3nIvcDxnJsKZBd', '6qg886AZaBjnfRF5tEs4Ht']","[['classical', 'early modern classical', 'impressionism', 'italian romanticism', 'neoclassicism', 'post-romantic era'], ['classical cello', 'classical performance'], ['french orchestra', 'orchestra'], ['orchestral performance']]",1992-01-01,774000,18
154,"Le Quattro Stagioni: Violin Concerto No. 2 in G Minor, Op. 8, RV 315, ""L'estate"": I. Allegro non molto. Allegro",6cSrouWoID5h8elyKpIHzj,classical,"['Antonio Vivaldi', 'Dmitry Sinkovsky', 'La Voce Strumentale']","['2QOIawHpSlOwXDvSqQ9YJR', '6KxLsPEyo1B169xGOWUCwD', '0hQy24Snm3txnO86NWwQe1']","[['baroque', 'classical', 'early music', 'italian baroque'], ['classical performance', 'violin'], ['baroque ensemble']]",2015-03-09,332400,0
155,Can-Can From Orpheus In The Underworld,6kyiWsforDWCq1VBCm4BNZ,classical,"['Jacques Offenbach', 'Royal Philharmonic Orchestra', 'Philip Ellis']","['4OihBPCQzR4GfbzqOY69Xm', '0MvSBMGRQJY3mRwIbJsqF1', '6eFKhfcEpptaK2LAxZbB9S']","[['classical', 'french opera', 'french romanticism', 'german romanticism', 'late romantic era', 'operetta'], ['british orchestra', 'orchestra'], []]",2007-08-03,133760,45
156,"String Quartet No.1 ""From The Salvation Army"": 1. Andante con moto",2NLp5rLOEesztqxaCczhtE,classical,"['Charles Ives', 'Emerson String Quartet']","['73s17iW5LTtXRMVoofi9sU', '4IBl8k6ZsBagsI5zRjyXH7']","[['american modern classical', 'avant-garde', 'classical', 'early modern classical', 'outsider', 'post-romantic era'], ['classical performance', 'string quartet']]",1992-01-01,293000,0
157,Canticles of the Sky: Sky with Four Suns,1XIOHToglHMmtXXs1wZLiG,classical,"['John Luther Adams', 'Hans Jensen']","['2Aoyn1J7INkcUzoWzyP8yB', '7lT7lqxT4NsrqXPwo4dAm8']","[['american 21st century classical', 'avant-garde', 'contemporary classical', 'experimental classical'], []]",2015-01-13,264466,0
158,The Candlelight Vigil,2dVMQ0MWkOspUA2pLNaag2,classical,Jóhann Jóhannsson,3IpQziA6YwD53PQ5xbwgLF,"['bow pop', 'compositional ambient', 'experimental classical', 'icelandic classical', 'icelandic experimental', 'nordic soundtrack', 'soundtrack']",2013-09-09,310680,0
